image_id,category,置信度,score
iaa_pub7391_.jpg,tower,0.6151,6.84
iaa_pub25178_.jpg,jewelry_shop,0.634,3.84848485
iaa_pub1907_.jpg,residential_neighborhood,0.5973,6.65384615
iaa_pub6310_.jpg,lobby,0.9716,3.37037037
iaa_pub5206_.jpg,mountain,0.6503,7.65384615
iaa_pub28290_.jpg,butte,0.6901,8.0
iaa_pub7581_.jpg,beach,0.7284,6.39285714
iaa_pub23336_.jpg,lock_chamber,0.6665,6.55263158
iaa_pub30414_.jpg,balcony/interior,0.7343,6.48
iaa_pub24386_.jpg,bistro/indoor,0.5496,5.6
iaa_pub5095_.jpg,throne_room,0.9999,6.24
iaa_pub27083_.jpg,church/outdoor,0.7925,7.5
iaa_pub4789_.jpg,cubicle/office,0.9568,4.8
iaa_pub7687_.jpg,pub/indoor,0.9013,7.5
iaa_pub5923_.jpg,amphitheater,0.7986,6.48
iaa_pub19521_.jpg,fastfood_restaurant,0.7776,6.04166667
iaa_pub13277_.jpg,mansion,0.5985,7.16
iaa_pub5360_.jpg,rope_bridge,0.657,6.76
iaa_pub18838_.jpg,picnic_area,0.8176,6.96
iaa_pub14563_.jpg,pagoda,0.6424,7.0
iaa_pub17791_.jpg,dorm_room,0.6133,5.85185185
iaa_pub16762_.jpg,television_studio,0.5248,5.32
iaa_pub19455_.jpg,vegetable_garden,0.5404,5.91666667
iaa_pub27124_.jpg,food_court,0.9241,3.96
iaa_pub16225_.jpg,booth/indoor,0.5225,5.88
iaa_pub23442_.jpg,hotel/outdoor,0.6931,3.96
iaa_pub12804_.jpg,diner/indoor,0.8341,5.08
iaa_pub30696_.jpg,mountain,0.5911,7.8
iaa_pub24724_.jpg,parking_lot,0.801,4.625
iaa_pub30965_.jpg,car_interior/backseat,0.7015,6.64
iaa_pub2510_.jpg,podium/outdoor,0.5074,3.55555556
iaa_pub14079_.jpg,volleyball_court/outdoor,0.9972,5.88461538
iaa_pub21208_.jpg,basement,0.7202,5.68
iaa_pub24675_.jpg,bedroom,0.6781,5.6
iaa_pub23095_.jpg,islet,0.7401,7.53846154
iaa_pub6391_.jpg,bedroom,0.9595,7.92307692
iaa_pub12502_.jpg,igloo,0.506,8.26923077
iaa_pub11488_.jpg,skatepark,0.5497,3.12
iaa_pub22222_.jpg,baggage_claim,0.5076,5.75
iaa_pub26258_.jpg,boardwalk,0.8989,6.46153846
iaa_pub2292_.jpg,mansion,0.8434,6.69230769
iaa_pub24738_.jpg,baggage_claim,0.603,5.5
iaa_pub29746_.jpg,building_facade,0.5125,6.72
iaa_pub17915_.jpg,aquarium,0.5811,5.84
iaa_pub11083_.jpg,ice_cream_parlor,0.9956,5.88
iaa_pub29764_.jpg,coast,0.7619,8.36
iaa_pub22988_.jpg,ice_cream_parlor,0.7091,7.72
iaa_pub949_.jpg,dorm_room,0.8001,5.28
iaa_pub9207_.jpg,balcony/interior,0.8021,7.21428571
iaa_pub10094_.jpg,sauna,0.7158,6.65384615
iaa_pub15958_.jpg,medina,0.7613,7.11111111
iaa_pub17127_.jpg,fire_escape,0.644,5.88888889
iaa_pub26243_.jpg,ice_skating_rink/outdoor,0.7664,3.72
iaa_pub7043_.jpg,desert/sand,0.8413,7.70833333
iaa_pub6330_.jpg,snowfield,0.5621,6.7037037
iaa_pub16392_.jpg,catacomb,0.5294,7.12
iaa_pub7068_.jpg,rice_paddy,0.5794,5.625
iaa_pub18567_.jpg,courthouse,0.7949,7.68
iaa_pub21362_.jpg,barndoor,0.565,5.72
iaa_pub31131_.jpg,podium/outdoor,0.9908,5.28
iaa_pub7952_.jpg,fastfood_restaurant,0.5676,5.03703704
iaa_pub9585_.jpg,parlor,0.9205,6.44
iaa_pub9099_.jpg,podium/indoor,0.5079,5.24
iaa_pub20684_.jpg,aquarium,0.83,7.16
iaa_pub30255_.jpg,beach,0.6073,6.32
iaa_pub29441_.jpg,creek,0.5293,5.73076923
iaa_pub24509_.jpg,field/wild,0.8605,6.54285714
iaa_pub24684_.jpg,ice_cream_parlor,0.7772,6.2
iaa_pub12152_.jpg,ticket_booth,0.8598,5.34615385
iaa_pub28525_.jpg,bathroom,0.9932,3.70967742
iaa_pub4766_.jpg,burial_chamber,0.6141,5.44
iaa_pub16103_.jpg,shoe_shop,0.9164,6.51851852
iaa_pub13890_.jpg,bow_window/outdoor,0.9832,6.5
iaa_pub82_.jpg,art_studio,0.8545,5.32
iaa_pub11522_.jpg,underwater/coral_reef,0.8566,6.92
iaa_pub10314_.jpg,dorm_room,0.5267,5.92
iaa_pub932_.jpg,forest/broadleaf,0.5696,7.36
iaa_pub28935_.jpg,fire_escape,0.9377,6.58333333
iaa_pub12422_.jpg,skatepark,0.6314,6.82142857
iaa_pub28950_.jpg,rope_bridge,0.9199,6.04166667
iaa_pub7740_.jpg,dorm_room,0.6912,5.53846154
iaa_pub23440_.jpg,sea_cliff,0.7081,5.6
iaa_pub2768_.jpg,waiting_room,0.9977,5.72
iaa_pub18870_.jpg,art_gallery,0.552,5.92
iaa_pub8131_.jpg,highway,0.9534,7.0
iaa_pub27774_.jpg,discotheque,0.9576,6.5
iaa_pub16579_.jpg,ball_pit,0.7581,6.4
iaa_pub30120_.jpg,fire_escape,0.7598,6.2
iaa_pub1752_.jpg,planetarium/outdoor,0.7024,7.12
iaa_pub5546_.jpg,bazaar/outdoor,0.797,6.30769231
iaa_pub571_.jpg,wheat_field,0.8215,7.22222222
iaa_pub21012_.jpg,orchard,0.9698,6.16666667
iaa_pub21279_.jpg,pond,0.5609,8.12
iaa_pub12399_.jpg,castle,0.6939,7.78571429
iaa_pub8347_.jpg,discotheque,0.97,4.84
iaa_pub29608_.jpg,house,0.8743,6.4
iaa_pub16428_.jpg,parking_lot,0.533,5.4
iaa_pub4504_.jpg,bathroom,0.9691,4.96
iaa_pub16550_.jpg,ice_cream_parlor,0.5459,6.84
iaa_pub648_.jpg,driveway,0.6387,5.76
iaa_pub26428_.jpg,mountain_snowy,0.7798,7.08
iaa_pub9221_.jpg,igloo,0.9793,7.78571429
iaa_pub26790_.jpg,podium/outdoor,0.6826,6.44444444
iaa_pub24132_.jpg,office_building,0.5849,7.0
iaa_pub13367_.jpg,courtyard,0.7508,6.58333333
iaa_pub23321_.jpg,driveway,0.964,2.86842105
iaa_pub5000_.jpg,burial_chamber,0.7451,5.97058824
iaa_pub5940_.jpg,mosque/outdoor,0.9925,6.68
iaa_pub7510_.jpg,lecture_room,0.8695,6.0
iaa_pub18188_.jpg,office,0.9269,6.8
iaa_pub10606_.jpg,igloo,0.6796,6.34615385
iaa_pub10274_.jpg,ball_pit,0.9473,4.76
iaa_pub5684_.jpg,conference_center,0.5611,5.04
iaa_pub21284_.jpg,art_school,0.5057,5.36
