image_id,category,置信度,score
iaa_pub25069_.jpg,abbey,0.8538,5.2962963
iaa_pub14946_.jpg,abbey,0.938,5.48
iaa_pub23209_.jpg,abbey,0.5703,5.96153846
iaa_pub30666_.jpg,abbey,0.7409,8.16
iaa_pub14047_.jpg,abbey,0.7058,6.33333333
iaa_pub27521_.jpg,abbey,0.5061,6.75
iaa_pub23428_.jpg,abbey,0.781,6.88
iaa_pub14997_.jpg,abbey,0.5388,7.96296296
iaa_pub10250_.jpg,abbey,0.9968,7.8
iaa_pub8882_.jpg,abbey,0.8246,6.8
iaa_pub11161_.jpg,airport_terminal,0.6674,3.26923077
iaa_pub15807_.jpg,airport_terminal,0.5356,4.20833333
iaa_pub16070_.jpg,airport_terminal,0.9147,4.84
iaa_pub17125_.jpg,airport_terminal,0.966,4.81481481
iaa_pub14453_.jpg,airport_terminal,0.7775,5.68
iaa_pub4127_.jpg,airport_terminal,0.5309,7.03846154
iaa_pub12038_.jpg,airport_terminal,0.6402,7.2
iaa_pub25049_.jpg,airport_terminal,0.7341,6.42307692
iaa_pub4138_.jpg,airport_terminal,0.8484,6.76470588
iaa_pub4566_.jpg,airport_terminal,0.738,5.8
iaa_pub19316_.jpg,amphitheater,0.524,4.8
iaa_pub3781_.jpg,amphitheater,0.6983,5.28571429
iaa_pub6326_.jpg,amphitheater,0.823,5.74074074
iaa_pub23362_.jpg,amphitheater,0.8972,7.76315789
iaa_pub23715_.jpg,amphitheater,0.872,7.44
iaa_pub22786_.jpg,amphitheater,0.5347,6.03846154
iaa_pub27426_.jpg,amphitheater,0.9091,7.08333333
iaa_pub7429_.jpg,amphitheater,0.5902,7.19230769
iaa_pub29559_.jpg,amphitheater,0.7226,7.16
iaa_pub31192_.jpg,amphitheater,0.9743,6.76
iaa_pub26593_.jpg,amusement_arcade,0.6377,7.61538462
iaa_pub21543_.jpg,amusement_arcade,0.6395,2.68
iaa_pub458_.jpg,amusement_arcade,0.8427,7.16
iaa_pub14199_.jpg,amusement_arcade,0.5032,6.70833333
iaa_pub23919_.jpg,amusement_arcade,0.9389,6.52
iaa_pub17461_.jpg,amusement_arcade,0.9985,2.88
iaa_pub15792_.jpg,amusement_arcade,0.6956,6.625
iaa_pub22952_.jpg,amusement_arcade,0.7627,2.92
iaa_pub8536_.jpg,amusement_arcade,0.77,5.96153846
iaa_pub4135_.jpg,amusement_arcade,0.566,6.29411765
iaa_pub48_.jpg,amusement_park,0.8677,3.25
iaa_pub1379_.jpg,amusement_park,0.7759,2.8
iaa_pub20504_.jpg,amusement_park,0.7078,2.93103448
iaa_pub9475_.jpg,amusement_park,0.63,7.96
iaa_pub22175_.jpg,amusement_park,0.9813,5.52
iaa_pub2601_.jpg,amusement_park,0.9389,7.52
iaa_pub11783_.jpg,amusement_park,0.8889,5.4
iaa_pub8382_.jpg,amusement_park,0.7547,7.56
iaa_pub29604_.jpg,amusement_park,0.6149,5.44
iaa_pub26602_.jpg,amusement_park,0.8302,7.68
iaa_pub5391_.jpg,apse/indoor,0.5312,4.4
iaa_pub27328_.jpg,apse/indoor,0.6,5.28
iaa_pub6061_.jpg,apse/indoor,0.7575,5.36
iaa_pub25716_.jpg,apse/indoor,0.9791,7.37931034
iaa_pub3670_.jpg,apse/indoor,0.5024,7.32
iaa_pub21515_.jpg,apse/indoor,0.866,6.96
iaa_pub6752_.jpg,apse/indoor,0.7449,6.52
iaa_pub1054_.jpg,apse/indoor,0.9264,7.16666667
iaa_pub6757_.jpg,apse/indoor,0.5677,6.32
iaa_pub6415_.jpg,apse/indoor,0.9429,6.07692308
iaa_pub10206_.jpg,aquarium,0.6812,2.36
iaa_pub10699_.jpg,aquarium,0.5577,3.16
iaa_pub2536_.jpg,aquarium,0.5695,3.16
iaa_pub11153_.jpg,aquarium,0.9545,3.46153846
iaa_pub8753_.jpg,aquarium,0.6107,3.44444444
iaa_pub3419_.jpg,aquarium,0.9121,4.0
iaa_pub20480_.jpg,aquarium,0.8393,3.65517241
iaa_pub2238_.jpg,aquarium,0.9049,3.28
iaa_pub12902_.jpg,aquarium,0.9788,4.12
iaa_pub10499_.jpg,aquarium,0.7493,4.61538462
iaa_pub16505_.jpg,arch,0.6588,4.11538462
iaa_pub2776_.jpg,arch,0.8643,4.64
iaa_pub1671_.jpg,arch,0.5161,5.0
iaa_pub13111_.jpg,arch,0.7157,4.62962963
iaa_pub28314_.jpg,arch,0.5314,4.88
iaa_pub16154_.jpg,arch,0.963,8.11111111
iaa_pub22131_.jpg,arch,0.7454,5.28
iaa_pub15881_.jpg,arch,0.9322,5.84
iaa_pub27320_.jpg,arch,0.8569,7.72
iaa_pub12610_.jpg,arch,0.7696,5.57692308
iaa_pub16646_.jpg,archive,0.5644,3.76
iaa_pub24121_.jpg,archive,0.8171,4.76
iaa_pub1606_.jpg,archive,0.7407,4.84
iaa_pub7145_.jpg,archive,0.756,4.84
iaa_pub14196_.jpg,archive,0.6135,7.29166667
iaa_pub13806_.jpg,archive,0.6613,5.24
iaa_pub24346_.jpg,archive,0.7542,7.08
iaa_pub10171_.jpg,archive,0.971,5.08
iaa_pub27130_.jpg,archive,0.527,5.28
iaa_pub7878_.jpg,archive,0.6076,5.23076923
iaa_pub22367_.jpg,arrival_gate/outdoor,0.8673,4.15384615
iaa_pub30803_.jpg,arrival_gate/outdoor,0.5506,5.2
iaa_pub16795_.jpg,arrival_gate/outdoor,0.9989,5.68
iaa_pub28199_.jpg,arrival_gate/outdoor,0.7261,7.08
iaa_pub23626_.jpg,arrival_gate/outdoor,0.9885,5.75757576
iaa_pub16138_.jpg,arrival_gate/outdoor,0.5197,6.85185185
iaa_pub24000_.jpg,arrival_gate/outdoor,0.9503,5.91666667
iaa_pub26129_.jpg,arrival_gate/outdoor,0.9547,6.75
iaa_pub8567_.jpg,arrival_gate/outdoor,0.831,5.96
iaa_pub10562_.jpg,arrival_gate/outdoor,0.8442,6.76
iaa_pub26354_.jpg,art_gallery,0.7494,4.29166667
iaa_pub9009_.jpg,art_gallery,0.6192,5.0
iaa_pub19255_.jpg,art_gallery,0.59,7.56
iaa_pub20013_.jpg,art_gallery,0.9616,5.29166667
iaa_pub30829_.jpg,art_gallery,0.9442,5.44
iaa_pub14814_.jpg,art_gallery,0.5404,5.64
iaa_pub5122_.jpg,art_gallery,0.5454,7.28
iaa_pub18810_.jpg,art_gallery,0.9944,7.24
iaa_pub1745_.jpg,art_gallery,0.6923,7.16
iaa_pub8466_.jpg,art_gallery,0.8993,5.75
iaa_pub28569_.jpg,art_school,0.5801,4.68
iaa_pub9406_.jpg,art_school,0.5335,5.07407407
iaa_pub15151_.jpg,art_school,0.5366,7.41666667
iaa_pub30593_.jpg,art_school,0.8652,7.30769231
iaa_pub28624_.jpg,art_school,0.9044,7.04
iaa_pub21284_.jpg,art_school,0.5057,5.36
iaa_pub4954_.jpg,art_school,0.6782,6.51612903
iaa_pub18491_.jpg,art_school,0.6998,6.73333333
iaa_pub451_.jpg,art_school,0.5095,5.44
iaa_pub26955_.jpg,art_school,0.9483,6.48
iaa_pub20373_.jpg,art_studio,0.601,5.06451613
iaa_pub30681_.jpg,art_studio,0.9924,7.48
iaa_pub19994_.jpg,art_studio,0.5555,5.25
iaa_pub82_.jpg,art_studio,0.8545,5.32
iaa_pub11247_.jpg,art_studio,0.7104,5.34482759
iaa_pub9544_.jpg,art_studio,0.727,7.12
iaa_pub30148_.jpg,art_studio,0.9271,7.04
iaa_pub23453_.jpg,art_studio,0.5111,5.72
iaa_pub11790_.jpg,art_studio,0.5695,6.84
iaa_pub10106_.jpg,art_studio,0.5288,6.96153846
iaa_pub17143_.jpg,athletic_field/outdoor,0.5122,3.07407407
iaa_pub27651_.jpg,athletic_field/outdoor,0.9342,4.92
iaa_pub1970_.jpg,athletic_field/outdoor,0.6488,4.56
iaa_pub2934_.jpg,athletic_field/outdoor,0.7222,4.75757576
iaa_pub8284_.jpg,athletic_field/outdoor,0.5484,7.53571429
iaa_pub27484_.jpg,athletic_field/outdoor,0.8912,7.36
iaa_pub9902_.jpg,athletic_field/outdoor,0.8289,7.04
iaa_pub8190_.jpg,athletic_field/outdoor,0.8658,7.34615385
iaa_pub18325_.jpg,athletic_field/outdoor,0.5818,6.36
iaa_pub23385_.jpg,athletic_field/outdoor,0.8967,7.0
iaa_pub30799_.jpg,atrium/public,0.5511,7.61538462
iaa_pub11201_.jpg,atrium/public,0.6332,4.62068966
iaa_pub22707_.jpg,atrium/public,0.8405,4.92
iaa_pub530_.jpg,atrium/public,0.9426,4.8
iaa_pub9932_.jpg,atrium/public,0.9887,4.68
iaa_pub6784_.jpg,atrium/public,0.9534,4.76
iaa_pub25731_.jpg,atrium/public,0.6992,5.4137931
iaa_pub22089_.jpg,atrium/public,0.9193,5.36
iaa_pub25951_.jpg,atrium/public,0.5851,7.37037037
iaa_pub15267_.jpg,atrium/public,0.7231,5.03846154
iaa_pub10391_.jpg,attic,0.7163,2.68
iaa_pub3024_.jpg,attic,0.5393,3.21428571
iaa_pub3723_.jpg,attic,0.6939,3.48
iaa_pub23456_.jpg,attic,0.7868,4.2
iaa_pub27644_.jpg,attic,0.7459,7.12
iaa_pub19377_.jpg,attic,0.6324,7.0
iaa_pub778_.jpg,attic,0.5567,4.4
iaa_pub25435_.jpg,attic,0.6277,4.61538462
iaa_pub12650_.jpg,attic,0.7386,4.5
iaa_pub282_.jpg,attic,0.7161,6.38461538
iaa_pub21317_.jpg,badlands,1.0,6.64
iaa_pub9228_.jpg,badlands,0.8852,6.89285714
iaa_pub18948_.jpg,badlands,0.9979,7.32
iaa_pub3761_.jpg,badlands,0.9894,8.0
iaa_pub6241_.jpg,badlands,0.9367,7.36
iaa_pub30122_.jpg,badlands,0.8212,7.44
iaa_pub16811_.jpg,badlands,0.9962,7.66666667
iaa_pub27447_.jpg,badlands,0.5389,7.88
iaa_pub860_.jpg,badlands,0.5777,7.80769231
iaa_pub12503_.jpg,badlands,0.9726,7.69230769
iaa_pub3694_.jpg,baggage_claim,0.6082,3.84
iaa_pub28194_.jpg,baggage_claim,0.56,3.32
iaa_pub10186_.jpg,baggage_claim,0.6984,2.88
iaa_pub1523_.jpg,baggage_claim,0.7953,3.68
iaa_pub11918_.jpg,baggage_claim,0.652,3.0
iaa_pub6088_.jpg,baggage_claim,0.5903,2.88
iaa_pub20223_.jpg,baggage_claim,0.5178,6.8
iaa_pub20751_.jpg,baggage_claim,0.7052,2.79166667
iaa_pub20038_.jpg,baggage_claim,0.9939,3.61538462
iaa_pub23837_.jpg,baggage_claim,0.9934,3.15384615
iaa_pub1144_.jpg,balcony/exterior,0.5573,4.09090909
iaa_pub17416_.jpg,balcony/exterior,0.8505,7.56
iaa_pub1147_.jpg,balcony/exterior,0.8309,7.36363636
iaa_pub2312_.jpg,balcony/exterior,0.5877,6.0
iaa_pub31162_.jpg,balcony/exterior,0.8901,6.8
iaa_pub10003_.jpg,balcony/exterior,0.5016,7.12
iaa_pub17353_.jpg,balcony/exterior,0.6993,7.12
iaa_pub22426_.jpg,balcony/exterior,0.5308,6.64
iaa_pub27516_.jpg,balcony/exterior,0.6334,6.83333333
iaa_pub10087_.jpg,balcony/exterior,0.797,6.11538462
iaa_pub10859_.jpg,balcony/interior,0.5595,4.16
iaa_pub26077_.jpg,balcony/interior,0.5981,2.84
iaa_pub14082_.jpg,balcony/interior,0.6143,4.07692308
iaa_pub22728_.jpg,balcony/interior,0.5401,3.16
iaa_pub25963_.jpg,balcony/interior,0.5523,3.07407407
iaa_pub1200_.jpg,balcony/interior,0.6464,3.4375
iaa_pub9052_.jpg,balcony/interior,0.9125,5.16
iaa_pub24977_.jpg,balcony/interior,0.7623,8.0
iaa_pub7332_.jpg,balcony/interior,0.8036,7.88888889
iaa_pub23619_.jpg,balcony/interior,0.59,7.78787879
iaa_pub51_.jpg,ball_pit,0.7854,2.625
iaa_pub15992_.jpg,ball_pit,0.6476,3.41666667
iaa_pub6766_.jpg,ball_pit,0.7497,2.92
iaa_pub19117_.jpg,ball_pit,0.958,3.16
iaa_pub21129_.jpg,ball_pit,0.8201,3.64
iaa_pub12803_.jpg,ball_pit,0.9069,7.96
iaa_pub6699_.jpg,ball_pit,0.8812,4.16666667
iaa_pub9136_.jpg,ball_pit,0.8534,4.4
iaa_pub8244_.jpg,ball_pit,0.9233,4.68
iaa_pub18555_.jpg,ball_pit,0.9416,7.68
iaa_pub15904_.jpg,ballroom,0.973,6.81481481
iaa_pub22156_.jpg,ballroom,0.657,6.64
iaa_pub23811_.jpg,ballroom,0.6724,6.42307692
iaa_pub26772_.jpg,ballroom,0.7986,5.51851852
iaa_pub18581_.jpg,ballroom,0.5539,6.48
iaa_pub29562_.jpg,ballroom,0.9045,5.68
iaa_pub26282_.jpg,ballroom,0.688,5.65384615
iaa_pub5984_.jpg,ballroom,0.5359,5.73076923
iaa_pub13869_.jpg,ballroom,0.8746,5.91666667
iaa_pub27857_.jpg,ballroom,0.9973,6.06451613
iaa_pub25844_.jpg,bamboo_forest,0.5962,3.88571429
iaa_pub12606_.jpg,bamboo_forest,0.5483,3.69230769
iaa_pub4688_.jpg,bamboo_forest,0.8939,4.95833333
iaa_pub5470_.jpg,bamboo_forest,0.6751,8.24
iaa_pub25960_.jpg,bamboo_forest,0.9999,5.44444444
iaa_pub6625_.jpg,bamboo_forest,0.9956,5.64
iaa_pub18937_.jpg,bamboo_forest,0.9951,7.84
iaa_pub28488_.jpg,bamboo_forest,0.5402,6.04
iaa_pub4297_.jpg,bamboo_forest,0.8741,5.76
iaa_pub5593_.jpg,bamboo_forest,0.5028,6.03846154
iaa_pub29807_.jpg,banquet_hall,0.7162,7.6
iaa_pub17382_.jpg,banquet_hall,0.5362,4.8
iaa_pub3931_.jpg,banquet_hall,0.6583,7.46428571
iaa_pub13453_.jpg,banquet_hall,0.5872,7.36
iaa_pub16492_.jpg,banquet_hall,0.5702,5.23076923
iaa_pub29626_.jpg,banquet_hall,0.5811,4.92
iaa_pub16597_.jpg,banquet_hall,0.7715,5.2
iaa_pub11860_.jpg,banquet_hall,0.6866,5.26923077
iaa_pub11536_.jpg,banquet_hall,0.6996,6.92
iaa_pub11419_.jpg,banquet_hall,0.8618,5.76
iaa_pub121_.jpg,bar,0.8698,2.88
iaa_pub4985_.jpg,bar,0.5447,4.23529412
iaa_pub27944_.jpg,bar,0.5946,7.4
iaa_pub17061_.jpg,bar,0.6362,6.03571429
iaa_pub24170_.jpg,bar,0.9765,6.96
iaa_pub26910_.jpg,bar,0.6039,6.68
iaa_pub15929_.jpg,bar,0.8481,5.88888889
iaa_pub5389_.jpg,bar,0.7121,6.32
iaa_pub8799_.jpg,bar,0.9748,6.40740741
iaa_pub118_.jpg,bar,0.5466,6.92
iaa_pub10632_.jpg,barndoor,0.6093,2.80769231
iaa_pub22580_.jpg,barndoor,0.5734,7.8
iaa_pub25358_.jpg,barndoor,0.6112,4.84615385
iaa_pub19657_.jpg,barndoor,0.5096,7.44
iaa_pub6223_.jpg,barndoor,0.8276,7.32
iaa_pub22673_.jpg,barndoor,0.7435,5.4
iaa_pub22480_.jpg,barndoor,0.9742,6.32
iaa_pub4931_.jpg,barndoor,0.5087,5.80645161
iaa_pub20580_.jpg,barndoor,0.9859,6.12
iaa_pub6324_.jpg,barndoor,0.6836,6.96296296
iaa_pub15403_.jpg,basement,0.6008,6.76923077
iaa_pub11857_.jpg,basement,0.8165,4.03846154
iaa_pub10350_.jpg,basement,0.7419,4.12
iaa_pub29661_.jpg,basement,0.766,4.8
iaa_pub30994_.jpg,basement,0.8162,4.48
iaa_pub16094_.jpg,basement,0.9473,4.48
iaa_pub27783_.jpg,basement,0.6392,4.30769231
iaa_pub16513_.jpg,basement,0.8022,4.96153846
iaa_pub2877_.jpg,basement,0.6381,5.93939394
iaa_pub22322_.jpg,basement,0.8582,5.61538462
iaa_pub26639_.jpg,basilica,0.9296,5.52
